Sr.no,State,Year,Quater,Catogery,Count,Amount
1070,jammu-_-kashmir,2019,3,0,618694,3499425218
1071,jammu-_-kashmir,2019,3,1,318061,111964437
1072,jammu-_-kashmir,2019,3,2,165115,120736230.1
1073,jammu-_-kashmir,2019,3,3,2895,658515.8825
1074,jammu-_-kashmir,2019,3,4,11761,11446090.82
1075,jammu-_-kashmir,2019,4,0,310620,1799955856
1076,jammu-_-kashmir,2019,4,1,91303,77859073.82
1077,jammu-_-kashmir,2019,4,2,84803,49065907.05
1078,jammu-_-kashmir,2019,4,3,197,213741.2862
1079,jammu-_-kashmir,2019,4,4,3005,2601419.696
1080,jammu-_-kashmir,2020,1,0,435154,2654638582
1081,jammu-_-kashmir,2020,1,1,341357,144213068.7
1082,jammu-_-kashmir,2020,1,2,135241,131144419
1083,jammu-_-kashmir,2020,1,3,2350,2116665.118
1084,jammu-_-kashmir,2020,1,4,7528,5530441.652
1085,jammu-_-kashmir,2020,2,0,1238380,7426818530
1086,jammu-_-kashmir,2020,2,1,1028741,413037418.3
1087,jammu-_-kashmir,2020,2,2,341375,403026357.8
1088,jammu-_-kashmir,2020,2,3,9130,10415041.34
1089,jammu-_-kashmir,2020,2,4,17380,12351591.57
1090,jammu-_-kashmir,2020,3,0,1787154,10837119047
1091,jammu-_-kashmir,2020,3,1,1005745,443743222.5
1092,jammu-_-kashmir,2020,3,2,642688,667957476.4
1093,jammu-_-kashmir,2020,3,3,10111,13281733.8
1094,jammu-_-kashmir,2020,3,4,20200,15128281.34
1095,jammu-_-kashmir,2020,4,0,2378539,13736841260
1096,jammu-_-kashmir,2020,4,1,1900075,536741118.3
1097,jammu-_-kashmir,2020,4,2,1377786,1045006123
1098,jammu-_-kashmir,2020,4,3,13578,17966592.7
1099,jammu-_-kashmir,2020,4,4,84466,44350708.94
1100,jammu-_-kashmir,2021,1,0,2800201,14801220301
1101,jammu-_-kashmir,2021,1,1,2554798,663747765.7
1102,jammu-_-kashmir,2021,1,2,1527253,1605408313
1103,jammu-_-kashmir,2021,1,3,17276,20848657.86
1104,jammu-_-kashmir,2021,1,4,98042,47124854.99
1105,jammu-_-kashmir,2021,2,0,3955437,19502438178
1106,jammu-_-kashmir,2021,2,1,3568970,892467613.6
1107,jammu-_-kashmir,2021,2,2,2378307,2343370986
1108,jammu-_-kashmir,2021,2,3,19432,21897796.19
1109,jammu-_-kashmir,2021,2,4,105673,53580855.46
1110,jammu-_-kashmir,2021,3,0,5621108,26562997915
1111,jammu-_-kashmir,2021,3,1,4192099,1126801385
1112,jammu-_-kashmir,2021,3,2,3197489,3818849263
1113,jammu-_-kashmir,2021,3,3,16071,27585395.49
1114,jammu-_-kashmir,2021,3,4,124274,62209689.34
1115,jammu-_-kashmir,2021,4,0,6852001,31444247708
1116,jammu-_-kashmir,2021,4,1,5399465,6026170896
1117,jammu-_-kashmir,2021,4,2,4358892,1334473410
1118,jammu-_-kashmir,2021,4,3,20269,34425387.52
1119,jammu-_-kashmir,2021,4,4,160001,86920024.6
1120,jharkhand,2018,1,0,1095857,132181815.3
1121,jharkhand,2018,1,1,809459,2036315436
1122,jharkhand,2018,1,2,107755,45483178.1
1123,jharkhand,2018,1,3,66299,66465337.51
1124,jharkhand,2018,1,4,99551,93740623.36
1125,jharkhand,2018,2,0,1398777,208894647.8
1126,jharkhand,2018,2,1,1375872,4205862517
1127,jharkhand,2018,2,2,160637,65554548.25
1128,jharkhand,2018,2,3,130339,138889079.2
1129,jharkhand,2018,2,4,86455,102374867.1
1130,jharkhand,2018,3,0,6003688,8142915751
1131,jharkhand,2018,3,1,1539476,256930062.2
1132,jharkhand,2018,3,2,287427,155059935
1133,jharkhand,2018,3,3,216343,38182603.58
1134,jharkhand,2018,3,4,75687,68483065.68
1135,jharkhand,2018,4,0,3325473,9414019817
1136,jharkhand,2018,4,1,1885135,328077093.5
1137,jharkhand,2018,4,2,845956,373435992.5
1138,jharkhand,2018,4,3,136918,36357465.52
1139,jharkhand,2018,4,4,90561,90026272.84
1140,jharkhand,2019,1,0,5952105,12664709652
1141,jharkhand,2019,1,1,2347079,440323945.1
1142,jharkhand,2019,1,2,892826,391616776.1
1143,jharkhand,2019,1,3,105558,47227410.81
1144,jharkhand,2019,1,4,90140,83358664.95
1145,jharkhand,2019,2,0,5155937,17044444614
1146,jharkhand,2019,2,1,2734377,562210324.8
1147,jharkhand,2019,2,2,2049311,862186711.5
1148,jharkhand,2019,2,3,67479,51588987.16
1149,jharkhand,2019,2,4,121107,102270668.2
1150,jharkhand,2019,3,0,5708187,19050145624
1151,jharkhand,2019,3,1,4766457,1494546031
1152,jharkhand,2019,3,2,3527625,754845093.6
1153,jharkhand,2019,3,3,103620,80276391.65
1154,jharkhand,2019,3,4,114758,86160853.19
1155,jharkhand,2019,4,0,10301226,25360155657
1156,jharkhand,2019,4,1,4390094,966539484.6
1157,jharkhand,2019,4,2,3359590,1725990596
1158,jharkhand,2019,4,3,104630,45850806.13
1159,jharkhand,2019,4,4,93078,49211833.16
1160,jharkhand,2020,1,0,8196850,29875044416
1161,jharkhand,2020,1,1,5454093,1358517297
1162,jharkhand,2020,1,2,4499942,2298726415
1163,jharkhand,2020,1,3,46483,31523887.51
1164,jharkhand,2020,1,4,85345,47420137.75
1165,jharkhand,2020,2,0,8724053,32662370317
1166,jharkhand,2020,2,1,7538593,1987320467
1167,jharkhand,2020,2,2,3753633,2662438204
1168,jharkhand,2020,2,3,56553,130249402
1169,jharkhand,2020,2,4,68679,43823586.28
1170,jharkhand,2020,3,0,11984094,43128110246
1171,jharkhand,2020,3,1,7728846,5163578368
1172,jharkhand,2020,3,2,7211293,2217657035
1173,jharkhand,2020,3,3,56918,63233533.19
1174,jharkhand,2020,3,4,87322,50036637.65
1175,jharkhand,2020,4,0,17120664,60733288288
1176,jharkhand,2020,4,1,14168381,9347677564
1177,jharkhand,2020,4,2,7945996,2582828439
1178,jharkhand,2020,4,3,60989,63947540
1179,jharkhand,2020,4,4,135603,77432999.36
1180,jharkhand,2021,1,0,19151083,69198235577
1181,jharkhand,2021,1,1,17489113,11545580927
1182,jharkhand,2021,1,2,7826608,2888409672
1183,jharkhand,2021,1,3,50526,54836609.33
1184,jharkhand,2021,1,4,104333,62290337.7
1185,jharkhand,2021,2,0,24184568,86037113965
1186,jharkhand,2021,2,1,19041292,14731458451
1187,jharkhand,2021,2,2,10583445,3531023352
1188,jharkhand,2021,2,3,54379,57959229.95
1189,jharkhand,2021,2,4,138461,75088312.27
1190,jharkhand,2021,3,0,30113326,97742557032
1191,jharkhand,2021,3,1,29687162,19954619973
1192,jharkhand,2021,3,2,10742405,4029136912
1193,jharkhand,2021,3,3,51289,65035270.31
1194,jharkhand,2021,3,4,201520,99665931.84
1195,jharkhand,2021,4,0,45007900,30397134744
1196,jharkhand,2021,4,1,39476282,1.30E+11
1197,jharkhand,2021,4,2,11173974,4920513758
1198,jharkhand,2021,4,3,72802,82938673.41
1199,jharkhand,2021,4,4,278084,154856720.6
1200,karnataka,2018,1,0,5785292,1496816542
1201,karnataka,2018,1,1,4456528,16522277460
1202,karnataka,2018,1,2,1089627,696586489.3
1203,karnataka,2018,1,3,159848,52664837.41
1204,karnataka,2018,1,4,525604,449549985.2
1205,karnataka,2018,2,0,7391926,2435924808
1206,karnataka,2018,2,1,7164836,29135024501
1207,karnataka,2018,2,2,1874383,1361967205
1208,karnataka,2018,2,3,194363,93244737.61
1209,karnataka,2018,2,4,490939,489418829.4
1210,karnataka,2018,3,0,12863507,42819128165
1211,karnataka,2018,3,1,8674172,3019156590
1212,karnataka,2018,3,2,3638065,1879406581
1213,karnataka,2018,3,3,205740,50726023.4
1214,karnataka,2018,3,4,598777,456674396.3
1215,karnataka,2018,4,0,20471744,63575342228
1216,karnataka,2018,4,1,11812478,4751317555
1217,karnataka,2018,4,2,11426205,4030978295
1218,karnataka,2018,4,3,289353,71134704.79
1219,karnataka,2018,4,4,812291,579613793.3
1220,karnataka,2019,1,0,44049036,1.04E+11
1221,karnataka,2019,1,1,24491960,7076613844
1222,karnataka,2019,1,2,16981941,6217689430
1223,karnataka,2019,1,3,293728,51023386.15
1224,karnataka,2019,1,4,770944,512618725.8
1225,karnataka,2019,2,0,50033334,1.43E+11
1226,karnataka,2019,2,1,44848593,12338599109
1227,karnataka,2019,2,2,19283028,7745156563
1228,karnataka,2019,2,3,140353,44871623.83
1229,karnataka,2019,2,4,1096296,662690676.7
1230,karnataka,2019,3,0,76924325,20375791902
1231,karnataka,2019,3,1,67784880,1.83E+11
1232,karnataka,2019,3,2,24339891,10208179942
1233,karnataka,2019,3,3,189716,57194690.69
1234,karnataka,2019,3,4,1494923,732228821.1
1235,karnataka,2019,4,0,114044901,31602890836
1236,karnataka,2019,4,1,93311589,2.51E+11
1237,karnataka,2019,4,2,28862161,12183568521
1238,karnataka,2019,4,3,101937,51145982.18
1239,karnataka,2019,4,4,1475664,646673755.4
1240,karnataka,2020,1,0,132970737,40374401934
1241,karnataka,2020,1,1,100868460,2.98E+11
1242,karnataka,2020,1,2,35854971,14724886028
1243,karnataka,2020,1,3,93648,110130184.7
1244,karnataka,2020,1,4,1246074,557335296.8
1245,karnataka,2020,2,0,87251639,38463881234
1246,karnataka,2020,2,1,82118363,2.66E+11
1247,karnataka,2020,2,2,43290272,16434890228
1248,karnataka,2020,2,3,161560,246367207.1
1249,karnataka,2020,2,4,399878,192530880.2
1250,karnataka,2020,3,0,137206600,60769881812
1251,karnataka,2020,3,1,119241776,3.90E+11
1252,karnataka,2020,3,2,43139631,18911088811
1253,karnataka,2020,3,3,251980,358426106
1254,karnataka,2020,3,4,520544,268744139.7
1255,karnataka,2020,4,0,215711211,97147239183
1256,karnataka,2020,4,1,166981242,5.38E+11
1257,karnataka,2020,4,2,47736461,21611671359
1258,karnataka,2020,4,3,284700,427966918.9
1259,karnataka,2020,4,4,823370,508863332.4
1260,karnataka,2021,1,0,279599017,1.18E+11
1261,karnataka,2021,1,1,190894164,6.11E+11
1262,karnataka,2021,1,2,52261651,25111731676
1263,karnataka,2021,1,3,297710,475815041.8
1264,karnataka,2021,1,4,744950,511117233.2
1265,karnataka,2021,2,0,244460862,1.25E+11
1266,karnataka,2021,2,1,216539959,6.84E+11
1267,karnataka,2021,2,2,68599238,28272314719
1268,karnataka,2021,2,3,304779,456933674
1269,karnataka,2021,2,4,744208,497736717.5
1270,karnataka,2021,3,0,391381353,1.91E+11
1271,karnataka,2021,3,1,288462867,9.08E+11
1272,karnataka,2021,3,2,72168311,33386709061
1273,karnataka,2021,3,3,286685,508051800.9
1274,karnataka,2021,3,4,997323,637927036.9
1275,karnataka,2021,4,0,503210623,2.44E+11
1276,karnataka,2021,4,1,350032663,1.09E+12
1277,karnataka,2021,4,2,76826701,39294350717
1278,karnataka,2021,4,3,365769,574240588.2
1279,karnataka,2021,4,4,1289682,896608692.1
1280,kerala,2018,1,0,988774,157311821.4
1281,kerala,2018,1,1,600205,2107288314
1282,kerala,2018,1,2,72164,82919383.05
1283,kerala,2018,1,3,40170,7957491.902
1284,kerala,2018,1,4,70067,47197742.47
1285,kerala,2018,2,0,1230869,248080143.3
1286,kerala,2018,2,1,848291,3436199589
1287,kerala,2018,2,2,131217,144501582
1288,kerala,2018,2,3,41100,12355589.34
1289,kerala,2018,2,4,56688,45786439.72
1290,kerala,2018,3,0,1425259,4823239268
1291,kerala,2018,3,1,1407588,296352497.3
1292,kerala,2018,3,2,210974,160705488.6
1293,kerala,2018,3,3,37286,6170643.388
1294,kerala,2018,3,4,53241,36557326.26
1295,kerala,2018,4,0,2073960,6959805155
1296,kerala,2018,4,1,1679897,351296525.3
1297,kerala,2018,4,2,417114,378857199.6
1298,kerala,2018,4,3,75084,10063656.73
1299,kerala,2018,4,4,64599,47338700.57
1300,kerala,2019,1,0,3601116,9314451112
1301,kerala,2019,1,1,2180915,498453895.9
1302,kerala,2019,1,2,550707,371997848.2
1303,kerala,2019,1,3,77652,7808573.898
1304,kerala,2019,1,4,58649,42319704.72
1305,kerala,2019,2,0,3519528,11630623424
1306,kerala,2019,2,1,2711299,768892057.8
1307,kerala,2019,2,2,937130,569545843
1308,kerala,2019,2,3,38869,5823291.623
1309,kerala,2019,2,4,77000,56486944.63
1310,kerala,2019,3,0,4181954,14433990011
1311,kerala,2019,3,1,3431236,1051007778
1312,kerala,2019,3,2,1497029,879510566.1
1313,kerala,2019,3,3,96130,8910528.723
1314,kerala,2019,3,4,79747,56390837.6
1315,kerala,2019,4,0,5859068,18537483865
1316,kerala,2019,4,1,4097032,1287955352
1317,kerala,2019,4,2,2418428,1268704040
1318,kerala,2019,4,3,50728,10816332.76
1319,kerala,2019,4,4,73381,46367047.83
1320,kerala,2020,1,0,6634439,22862907702
1321,kerala,2020,1,1,5507580,1716538277
1322,kerala,2020,1,2,3485036,1810329140
1323,kerala,2020,1,3,38050,17160614.59
1324,kerala,2020,1,4,68417,44149097.18
1325,kerala,2020,2,0,7709714,2452435029
1326,kerala,2020,2,1,5603046,21309983655
1327,kerala,2020,2,2,2888260,2075701451
1328,kerala,2020,2,3,40501,32921115.85
1329,kerala,2020,2,4,46446,23037227.73
1330,kerala,2020,3,0,8590587,33346812214
1331,kerala,2020,3,1,7932950,2688361345
1332,kerala,2020,3,2,5065205,4016995194
1333,kerala,2020,3,3,94130,76828720.82
1334,kerala,2020,3,4,75808,35153178.52
1335,kerala,2020,4,0,12941135,45686395928
1336,kerala,2020,4,1,10990709,7695667407
1337,kerala,2020,4,2,9167428,3238199948
1338,kerala,2020,4,3,73833,69202344.44
1339,kerala,2020,4,4,115082,65791020.58
1340,kerala,2021,1,0,16209203,55336812493
1341,kerala,2021,1,1,16105923,10058436408
1342,kerala,2021,1,2,9837385,3732534739
1343,kerala,2021,1,3,68012,69655547.76
1344,kerala,2021,1,4,95819,63530974.16
1345,kerala,2021,2,0,17026648,58152644526
1346,kerala,2021,2,1,16135060,11263178336
1347,kerala,2021,2,2,13809151,4645548910
1348,kerala,2021,2,3,88830,88370679.95
1349,kerala,2021,2,4,131344,77063984.38
1350,kerala,2021,3,0,25402350,17877677018
1351,kerala,2021,3,1,23378091,78598482306
1352,kerala,2021,3,2,13979407,5008396079
1353,kerala,2021,3,3,85730,101460242.3
1354,kerala,2021,3,4,182688,100146127.6
1355,kerala,2021,4,0,38574904,24589454633
1356,kerala,2021,4,1,29075528,92774490035
1357,kerala,2021,4,2,13781815,5689390023
1358,kerala,2021,4,3,108232,128238698.7
1359,kerala,2021,4,4,283262,160563553.8
1360,ladakh,2018,1,0,3550,927250.7144
1361,ladakh,2018,1,1,1752,10767804
1362,ladakh,2018,1,2,320,369327.6256
1363,ladakh,2018,1,3,132,274283.1758
1364,ladakh,2018,1,4,335,194192.2558
1365,ladakh,2018,2,0,8075,2417434.273
1366,ladakh,2018,2,1,5667,42638443.12
1367,ladakh,2018,2,2,724,1761366.296
1368,ladakh,2018,2,3,151,127324.628
1369,ladakh,2018,2,4,393,390334.2205
1370,ladakh,2018,3,0,13136,4676712.344
1371,ladakh,2018,3,1,10133,77085890.57
1372,ladakh,2018,3,2,1168,2016579.251
1373,ladakh,2018,3,3,84,69317.12288
1374,ladakh,2018,3,4,343,242477.8533
1375,ladakh,2018,4,0,16650,5701932.895
1376,ladakh,2018,4,1,15939,123611779.6
1377,ladakh,2018,4,2,1881,5082666.821
1378,ladakh,2018,4,3,142,94604.73392
1379,ladakh,2018,4,4,599,1031858.453
1380,ladakh,2019,1,0,22076,139715922.2
1381,ladakh,2019,1,1,20014,7186109.182
1382,ladakh,2019,1,2,3238,4967122.5
1383,ladakh,2019,1,3,114,111851.0286
1384,ladakh,2019,1,4,703,878916.0496
1385,ladakh,2019,2,0,34202,240305709.9
1386,ladakh,2019,2,1,25357,10116773.37
1387,ladakh,2019,2,2,8220,7726519.368
1388,ladakh,2019,2,3,86,113767.0977
1389,ladakh,2019,2,4,907,992737.2376
1390,ladakh,2019,3,0,43198,303596367.7
1391,ladakh,2019,3,1,41491,18054746.12
1392,ladakh,2019,3,2,6963,8096082.971
1393,ladakh,2019,3,3,48,148633.2947
1394,ladakh,2019,3,4,696,1233697.127
1395,ladakh,2019,4,0,42095,298044908.5
1396,ladakh,2019,4,1,35467,16510212.1
1397,ladakh,2019,4,2,6522,8717893.9
1398,ladakh,2019,4,3,46,162760.6325
1399,ladakh,2019,4,4,576,1253584.887
1400,ladakh,2020,1,0,51560,339551900.4
1401,ladakh,2020,1,1,49801,23010664.72
1402,ladakh,2020,1,2,14264,13338124.27
1403,ladakh,2020,1,3,204,583108.9455
1404,ladakh,2020,1,4,590,1155879.121
1405,ladakh,2020,2,0,70601,32087339.27
1406,ladakh,2020,2,1,68450,470749365.1
1407,ladakh,2020,2,2,15132,19679330.19
1408,ladakh,2020,2,3,337,786069.1631
1409,ladakh,2020,2,4,490,490894.9382
1410,ladakh,2020,3,0,108345,751333715.3
1411,ladakh,2020,3,1,81623,40380074.55
1412,ladakh,2020,3,2,36861,40538778.76
1413,ladakh,2020,3,3,621,2334917.783
1414,ladakh,2020,3,4,772,900013.6787
1415,ladakh,2020,4,0,151582,985814864.3
1416,ladakh,2020,4,1,94133,44185250.86
1417,ladakh,2020,4,2,83868,77511378.31
1418,ladakh,2020,4,3,729,1965054.59
1419,ladakh,2020,4,4,1822,2486922.404
1420,ladakh,2021,1,0,141894,869999786.2
1421,ladakh,2021,1,1,72719,35459532.41
1422,ladakh,2021,1,2,58875,74977913.47
1423,ladakh,2021,1,3,629,1455016.148
1424,ladakh,2021,1,4,1298,1527565.063
1425,ladakh,2021,2,0,209818,1259044412
1426,ladakh,2021,2,1,95458,44754721.83
1427,ladakh,2021,2,2,92078,119608470
1428,ladakh,2021,2,3,755,1756762.147
1429,ladakh,2021,2,4,1607,2094729.018
1430,ladakh,2021,3,0,330919,1917311078
1431,ladakh,2021,3,1,135108,233260756.5
1432,ladakh,2021,3,2,121856,58750081.82
1433,ladakh,2021,3,3,900,1911625.545
1434,ladakh,2021,3,4,2204,2751201.937
1435,ladakh,2021,4,0,337120,1804428550
1436,ladakh,2021,4,1,169110,284786365.9
1437,ladakh,2021,4,2,120607,58403893.47
1438,ladakh,2021,4,3,912,3068708.947
1439,ladakh,2021,4,4,2438,2847620.243
1440,madhya-pradesh,2018,1,0,4404190,667057311.5
1441,madhya-pradesh,2018,1,1,2848290,7590790589
1442,madhya-pradesh,2018,1,2,230519,43374288.98
1443,madhya-pradesh,2018,1,3,196394,170119673.7
1444,madhya-pradesh,2018,1,4,346002,210261540.7
1445,madhya-pradesh,2018,2,0,5324535,1132090446
1446,madhya-pradesh,2018,2,1,4269392,14155603482
1447,madhya-pradesh,2018,2,2,397135,339308203.2
1448,madhya-pradesh,2018,2,3,305553,53860331.81
1449,madhya-pradesh,2018,2,4,264797,243218603.3
1450,madhya-pradesh,2018,3,0,9988509,22057686209
1451,madhya-pradesh,2018,3,1,5733261,1367773857
1452,madhya-pradesh,2018,3,2,784995,465390819.6
1453,madhya-pradesh,2018,3,3,359440,46120458.64
1454,madhya-pradesh,2018,3,4,260780,212770861.2
1455,madhya-pradesh,2018,4,0,11456555,30897348665
1456,madhya-pradesh,2018,4,1,7273502,1669345517
1457,madhya-pradesh,2018,4,2,2056426,1036249754
1458,madhya-pradesh,2018,4,3,313540,43367243.15
1459,madhya-pradesh,2018,4,4,297532,259296894
1460,madhya-pradesh,2019,1,0,23708825,44114206183
1461,madhya-pradesh,2019,1,1,9966905,2423593842
1462,madhya-pradesh,2019,1,2,3018928,1263699222
1463,madhya-pradesh,2019,1,3,290838,28901169.29
1464,madhya-pradesh,2019,1,4,315553,239879105.6
1465,madhya-pradesh,2019,2,0,20868744,61758841794
1466,madhya-pradesh,2019,2,1,12044969,3571897178
1467,madhya-pradesh,2019,2,2,7331352,2671155681
1468,madhya-pradesh,2019,2,3,149197,18869661.51
1469,madhya-pradesh,2019,2,4,451751,313802065.4
1470,madhya-pradesh,2019,3,0,22631038,67648107703
1471,madhya-pradesh,2019,3,1,17163551,5147459307
1472,madhya-pradesh,2019,3,2,13156616,4576521609
1473,madhya-pradesh,2019,3,3,192821,25654168.6
1474,madhya-pradesh,2019,3,4,466385,278578703
1475,madhya-pradesh,2019,4,0,32083162,92064471162
1476,madhya-pradesh,2019,4,1,19447707,7304157802
1477,madhya-pradesh,2019,4,2,16081734,5104821721
1478,madhya-pradesh,2019,4,3,127116,24020060.93
1479,madhya-pradesh,2019,4,4,392270,190456045.3
1480,madhya-pradesh,2020,1,0,34540722,1.10E+11
1481,madhya-pradesh,2020,1,1,24618074,9898242848
1482,madhya-pradesh,2020,1,2,19788516,6311610610
1483,madhya-pradesh,2020,1,3,68055,30645714.4
1484,madhya-pradesh,2020,1,4,351379,170790656.3
1485,madhya-pradesh,2020,2,0,34860958,1.28E+11
1486,madhya-pradesh,2020,2,1,27497528,8904067957
1487,madhya-pradesh,2020,2,2,13685723,10666223054
1488,madhya-pradesh,2020,2,3,80988,62073621.44
1489,madhya-pradesh,2020,2,4,215376,104956802.2
1490,madhya-pradesh,2020,3,0,50871564,1.75E+11
1491,madhya-pradesh,2020,3,1,31879804,20621273982
1492,madhya-pradesh,2020,3,2,25380467,9834190567
1493,madhya-pradesh,2020,3,3,131725,122971108.1
1494,madhya-pradesh,2020,3,4,316321,144259293.3
1495,madhya-pradesh,2020,4,0,67972167,2.36E+11
1496,madhya-pradesh,2020,4,1,57707471,37315576877
1497,madhya-pradesh,2020,4,2,27335834,10977774483
1498,madhya-pradesh,2020,4,3,149532,132590450.1
1499,madhya-pradesh,2020,4,4,487537,264996097.6
1500,madhya-pradesh,2021,1,0,84812245,50098244500
1501,madhya-pradesh,2021,1,1,84070625,2.80E+11
1502,madhya-pradesh,2021,1,2,32500681,13060914041
1503,madhya-pradesh,2021,1,3,169378,161838389.8
1504,madhya-pradesh,2021,1,4,445569,274786748.1
1505,madhya-pradesh,2021,2,0,99367521,3.49E+11
1506,madhya-pradesh,2021,2,1,77113464,58839392450
1507,madhya-pradesh,2021,2,2,46118636,17230546399
1508,madhya-pradesh,2021,2,3,188726,177313389.7
1509,madhya-pradesh,2021,2,4,526333,317753606
1510,madhya-pradesh,2021,3,0,138433772,85885669792
1511,madhya-pradesh,2021,3,1,127654821,3.99E+11
1512,madhya-pradesh,2021,3,2,44437315,19025346051
1513,madhya-pradesh,2021,3,3,174454,180366422.6
1514,madhya-pradesh,2021,3,4,742972,408508699.4
1515,madhya-pradesh,2021,4,0,197193842,1.26E+11
1516,madhya-pradesh,2021,4,1,159649020,5.07E+11
1517,madhya-pradesh,2021,4,2,46220966,22492766779
1518,madhya-pradesh,2021,4,3,247925,246488171.4
1519,madhya-pradesh,2021,4,4,996331,568617375.6
1520,maharashtra,2018,1,0,9670237,2283567431
1521,maharashtra,2018,1,1,5227770,18283896465
1522,maharashtra,2018,1,2,616779,576964070.7
1523,maharashtra,2018,1,3,235051,60997258.06
1524,maharashtra,2018,1,4,637197,506188033
1525,maharashtra,2018,2,0,12384216,3725800359
1526,maharashtra,2018,2,1,7772336,30782831246
1527,maharashtra,2018,2,2,1306326,1226121649
1528,maharashtra,2018,2,3,262875,85545909.44
1529,maharashtra,2018,2,4,559987,536758077.8
1530,maharashtra,2018,3,0,14371791,4547486090
1531,maharashtra,2018,3,1,13470065,45466534004
1532,maharashtra,2018,3,2,2797204,1702220875
1533,maharashtra,2018,3,3,234598,52348968.01
1534,maharashtra,2018,3,4,664880,492227795.6
1535,maharashtra,2018,4,0,20824667,68974011019
1536,maharashtra,2018,4,1,18071025,5860865070
1537,maharashtra,2018,4,2,6047705,3985195742
1538,maharashtra,2018,4,3,325121,77345546.53
1539,maharashtra,2018,4,4,821705,621519669.5
1540,maharashtra,2019,1,0,37360716,97373087988
1541,maharashtra,2019,1,1,24540041,8256500587
1542,maharashtra,2019,1,2,12069119,5172594696
1543,maharashtra,2019,1,3,287569,49487746.21
1544,maharashtra,2019,1,4,821624,569019903.9
1545,maharashtra,2019,2,0,42546317,1.31E+11
1546,maharashtra,2019,2,1,29395661,12197234771
1547,maharashtra,2019,2,2,27854042,9728561727
1548,maharashtra,2019,2,3,182840,45291636.11
1549,maharashtra,2019,2,4,1170993,765228265.8
1550,maharashtra,2019,3,0,57991699,1.66E+11
1551,maharashtra,2019,3,1,54683738,17545729507
1552,maharashtra,2019,3,2,34309301,15471698544
1553,maharashtra,2019,3,3,231467,54108447.39
1554,maharashtra,2019,3,4,1519376,814284077.9
1555,maharashtra,2019,4,0,80127804,27209874138
1556,maharashtra,2019,4,1,78795871,2.27E+11
1557,maharashtra,2019,4,2,40705998,17794666215
1558,maharashtra,2019,4,3,129755,49622863.82
1559,maharashtra,2019,4,4,1501192,672210825
1560,maharashtra,2020,1,0,100337738,35200130305
1561,maharashtra,2020,1,1,87067410,2.63E+11
1562,maharashtra,2020,1,2,50199498,21603565070
1563,maharashtra,2020,1,3,123476,91363684.13
1564,maharashtra,2020,1,4,1215959,558931962.9
1565,maharashtra,2020,2,0,74295930,2.40E+11
1566,maharashtra,2020,2,1,60856480,23112343247
1567,maharashtra,2020,2,2,48965388,32859184582
1568,maharashtra,2020,2,3,206461,211733275.8
1569,maharashtra,2020,2,4,466502,242917371.3
1570,maharashtra,2020,3,0,108436214,3.52E+11
1571,maharashtra,2020,3,1,100808237,60171102124
1572,maharashtra,2020,3,2,58082283,27915727883
1573,maharashtra,2020,3,3,325453,333669599.6
1574,maharashtra,2020,3,4,658737,331024593.1
1575,maharashtra,2020,4,0,189845640,1.04E+11
1576,maharashtra,2020,4,1,151741840,4.86E+11
1577,maharashtra,2020,4,2,64556682,31556917822
1578,maharashtra,2020,4,3,398409,418399992.5
1579,maharashtra,2020,4,4,1078433,627692680.4
1580,maharashtra,2021,1,0,253043309,1.29E+11
1581,maharashtra,2021,1,1,187021609,5.99E+11
1582,maharashtra,2021,1,2,76389103,40057211827
1583,maharashtra,2021,1,3,439551,492900202.7
1584,maharashtra,2021,1,4,966668,630909553.5
1585,maharashtra,2021,2,0,247194293,1.51E+11
1586,maharashtra,2021,2,1,228551961,7.20E+11
1587,maharashtra,2021,2,2,96271138,43154405548
1588,maharashtra,2021,2,3,504252,536780917
1589,maharashtra,2021,2,4,1094842,699738247.7
1590,maharashtra,2021,3,0,390051884,2.17E+11
1591,maharashtra,2021,3,1,296951706,8.91E+11
1592,maharashtra,2021,3,2,103943973,50242023586
1593,maharashtra,2021,3,3,448646,579098938.7
1594,maharashtra,2021,3,4,1477851,873324624.2
1595,maharashtra,2021,4,0,540351277,3.06E+11
1596,maharashtra,2021,4,1,361865450,1.11E+12
1597,maharashtra,2021,4,2,105990417,58087950922
1598,maharashtra,2021,4,3,606265,707102765.3
1599,maharashtra,2021,4,4,1918093,1188658731
1600,manipur,2018,1,0,50212,6463184.555
1601,manipur,2018,1,1,26382,115495173.6
1602,manipur,2018,1,2,2660,412579.5399
1603,manipur,2018,1,3,1614,3616475.641
1604,manipur,2018,1,4,3201,2058760.637
1605,manipur,2018,2,0,77991,11541247.78
1606,manipur,2018,2,1,60365,232157389.8
1607,manipur,2018,2,2,5992,1241901.266
1608,manipur,2018,2,3,4041,5366759.828
1609,manipur,2018,2,4,3332,2902422.65
1610,manipur,2018,3,0,95204,357768750.2
1611,manipur,2018,3,1,81323,13912990.48
1612,manipur,2018,3,2,7396,9180953.977
1613,manipur,2018,3,3,2577,333081.6368
1614,manipur,2018,3,4,2758,2135468.51
1615,manipur,2018,4,0,113507,18898063.28
1616,manipur,2018,4,1,104872,562009596
1617,manipur,2018,4,2,13333,20685433.28
1618,manipur,2018,4,3,1452,307325.2438
1619,manipur,2018,4,4,2946,3783141.535
1620,manipur,2019,1,0,127067,619919870.7
1621,manipur,2019,1,1,120000,22106830.37
